status_id,ss_headlines,headline,neg,neu,pos
1405630409737397_1520125524954551,0,A Real Mexican Superhero is Saving Lives One Pedestrian at a Time,0,1,0
1405630409737397_1520150791618691,0.4215,Quiz: Can You Guess Spanish Names of these Popular Characters from Your...,0,0.797,0.203
1405630409737397_1520246018275835,-0.6249,Ridiculous Things that Only Happen at Latino Funerals,0.459,0.541,0
1405630409737397_1520272648273172,0,What You Say vs. What Mamá Hears,0,1,0
1405630409737397_1520312154935888,0.694,Quiz: Does She Like You LIKE You?,0,0.466,0.534
1405630409737397_1520348934932210,0.5859,1 Way to Make 10 Dishes Amazing,0,0.568,0.432
1405630409737397_1520376911596079,0,"‘Sábado Gigante’ was on the Air for 53 Years, Why Did it End in 2015?",0,1,0
1405630409737397_1520388691594901,0,Here are 10 Republican Presidential Hopefuls with Chola Eyebrows because...,0,1,0
1405630409737397_1520409491592821,0.4696,"Quiz: Which Movie Cholo Are You? Miklo, Smiley or Angel?",0,0.746,0.254
1405630409737397_1520421261591644,-0.7845,"After His Wife’s Tragic Death, a Father Recreated Pre-Wedding Pictures...",0.496,0.504,0
1405630409737397_1520447488255688,0,It’s Not a Latino Wedding if these 16 Things Don’t Happen,0,1,0
1405630409737397_1520470614920042,0,Stereotypes That Are Absolutely False About Latinos,0,1,0
1405630409737397_1520557778244659,-0.4215,Foods You Regret Eating After a Noche de Borrachera,0.286,0.714,0
1405630409737397_1520582778242159,0,15 Spanish Words that Don’t Technically Exist but We Use Every Day,0,1,0
1405630409737397_1520611361572634,-0.4404,No One Knows Hot to Get Rid of Haters Like Curanderas,0.34,0.503,0.157
1405630409737397_1520637531570017,0,Selena Gomez has been Keeping a Secret… She Can Rap,0,1,0
1405630409737397_1520661448234292,0.4588,Your Favorite Movie Stars and Their Cheesy Telenovela Days,0,0.727,0.273
1405630409737397_1520676118232825,-0.5719,"After the Humiliation You Went Through, You Won’t Be the Parent to Give...",0.236,0.764,0
1405630409737397_1520700504897053,-0.0516,The Craziest Boob Job Ever…It Involves a LOT of Drugs,0.13,0.87,0
1405630409737397_1520749051558865,0,"Quiz: Guys, What’s Your Mexican Nickname? Gordo, Prieto or Chato?",0,1,0
1405630409737397_1520783708222066,0,"Cuban Youth So Hungry for American Trends, They are Willing to Risk...",0,1,0
1405630409737397_1520894324877671,-0.5719,Here are Some of the Things Mexicans Hate the Most,0.291,0.709,0
1405630409737397_1520931501540620,0.4939,A Pizza Shop in Mexico is Feeding and Motivating the Homeless in the...,0,0.775,0.225
1405630409737397_1520978721535898,0,Would You Buy Prison–Made Clothes?,0,1,0
1405630409737397_1521036094863494,0,A Latina from Oklahoma Just Took the Wedding Gown Game to the Next Level,0,1,0
1405630409737397_1521099548190482,0,11 Real World Problems We Wish We Saw on ‘Laura en América’,0.175,0.649,0.175
1405630409737397_1521128324854271,0,8 Memes Only Latinos Understand,0,1,0
1405630409737397_1521199158180521,-0.296,This is Why Latinas Have No Need to Watch Porn,0.196,0.804,0
1405630409737397_1521302304836873,0,Every Latino Knows These Basic Meals Hit the Spot,0,1,0
1405630409737397_1521426371491133,0,"Not Third-World Countries, these are Border Towns in Texas",0,1,0
1405630409737397_1521504094816694,-0.3818,"Songs We Heard at Every Baptism, Quince, Wedding, Sometimes Even Funerals",0.206,0.794,0
1405630409737397_1521651788135258,0,9 Things Only #Gaytinos (Gay+Latino) Understand,0,1,0
1405630409737397_1521714831462287,0,Meet the Mexican Volleyball Player Who is One of College Volleyball's...,0,1,0
1405630409737397_1521805801453190,0,"These Old Immigration Photos Show ""Americans"" Before They Were American",0,1,0
1405630409737397_1521867038113733,0,How Many of these Infomercials Do You Still Remember?,0,1,0
1405630409737397_1521915454775558,0.34,This Latina is Giving Adele a Run for Her Money,0,0.769,0.231
1405630409737397_1521959544771149,-0.3612,What Happens When You Mess with a Kid and Her Wheelchair? This.,0.2,0.8,0
1405630409737397_1521997094767394,0.4588,Proof that Pope Francis is Flyer than Your Favorite Rapper,0,0.75,0.25
1405630409737397_1522039348096502,0,Would You Recognize Frida Kahlo as a Child?,0,1,0
1405630409737397_1522073014759802,0,Quiz: Which Carrusel Character Totally Nails Your Personality?,0,1,0
1405630409737397_1522163724750731,0,John Oliver Stands Up for the People of Mexico,0,1,0
1405630409737397_1522197301414040,-0.6801,These are the 9 Most Devastating Things You Can Tell Mom,0.338,0.662,0
1405630409737397_1522231681410602,-0.5267,13 Scandalous ‘Laura’ Guests that’ll Make You Wonder if You Should Laugh...,0.236,0.764,0
1405630409737397_1522262728074164,0,This is How You Know You’ve Found Your One and Only,0,1,0
1405630409737397_1522295838070853,-0.4019,These Marriages will Piss You Off,0.351,0.649,0
1405630409737397_1522316058068831,0.1513,What Latinas Really want in Their Man,0,0.79,0.21
1405630409737397_1522350081398762,-0.3071,"Mexican TV Co-Host is Sexually Harassed Live on Camera, but It Might Not...",0.158,0.842,0
1405630409737397_1522408824726221,0.2732,Quiz: How Well Do You Know Mom Sayings?,0,0.769,0.231
1405630409737397_1522488221384948,0,Latinos Pushed Out of One of San Francisco’s Coolest Neighborhoods,0,1,0
1405630409737397_1522569234710180,0,9 Mexican Food Items from Whole Foods that Deserve a ‘You Tried’ Sticker,0,1,0
1405630409737397_1522612578039179,0,The Kardashians: Reimagined as Mexicanas,0,1,0
1405630409737397_1522649034702200,0.1406,"A Mexican Coca-Cola Commercial was Supposed to Create Unity, but It...",0,0.853,0.147
1405630409737397_1522684551365315,0,Poll: Which Telenovela Diva is the Baddest? Rubí or Teresa?,0,1,0
1405630409737397_1522727638027673,0,Only a Mexican Stomach Can Survive These Snacks,0,1,0
1405630409737397_1522749464692157,-0.3182,People Lost Their Sh*t When Aventura Announced Their Reunion Tour,0.204,0.796,0
1405630409737397_1522803214686782,0,Instagram Would've Made Rebelde More Dramatic,0,1,0
1405630409737397_1522846091349161,0,Would You Let a Hairdresser Burn Your Hair and Chop It Up with Swords?,0,1,0
1405630409737397_1522883818012055,0.6249,The Origin of Some of Your Favorite English Words is Surprising,0,0.638,0.362
1405630409737397_1522924438007993,0.6369,The Best Emoji Texts Only Latinos Totally Get,0,0.625,0.375
1405630409737397_1523010861332684,0,Our Parents Were Recycling Before It Even Existed,0,1,0
1405630409737397_1523043197996117,0.3818,No Bikinis Allowed in this Unlikely Beauty Pageant,0.183,0.5,0.317
1405630409737397_1523078687992568,0,Quiz: How Many of Teresa's Iconic Phrases Do You Remember?,0,1,0
1405630409737397_1523111364655967,0.5319,This is the BEST Argument for Why You Should Unapologetically Own Your...,0.143,0.574,0.283
1405630409737397_1523136591320111,-0.561,Think about this Sad Reality Next Time You Drink a Mojito,0.287,0.713,0
1405630409737397_1523148854652218,0,"Finally! Someone Calls Trump Out, Sort of",0,1,0
1405630409737397_1523173121316458,0.34,Proof that Latinos Don’t Play When It Comes to Cakes,0,0.789,0.211
1405630409737397_1523184577981979,-0.2263,"Selena Answers that Same Old Question, It Tears Us Up",0.174,0.826,0
1405630409737397_1523216764645427,0,Chicano History Makes History in this Instagram Account,0,1,0
1405630409737397_1523240911309679,0.3612,11 Times Starbucks Butchered Latino Names Like It was Nothing,0,0.783,0.217
1405630409737397_1523347881298982,0.4404,9 Better Ways to Handle Breakups,0,0.58,0.42
1405630409737397_1523378687962568,0,9 Quince Gowns that Prove Fútbol is a Way of Life,0,1,0
1405630409737397_1523414751292295,0,This Latina Shows You How to Respond to That Tía Who Call You Fat,0,1,0
1405630409737397_1523446047955832,0,11 Things Only a Person From a Big Latino Family Will Understand,0,1,0
1405630409737397_1523474807952956,0.2732,Quiz: How Well Do You Know the Lyrics to Selena’s “Amor Prohibido”?,0,0.84,0.16
1405630409737397_1523504584616645,0.8267,Signs Your Prima Is More Like Your BFF,0,0.438,0.562
1405630409737397_1523522177948219,0,There is an Island in Brazil That is Completely Inhabited By Poisonous...,0,1,0
1405630409737397_1523556891278081,0.5719,Sh*t You Get For Not Speaking Perfect Spanish,0,0.654,0.346
1405630409737397_1523584984608605,0,Flaca Can Sing! Listen to Jackie Cruz Doing a Cover of Selena’s “Como La...,0,1,0
1405630409737397_1523673384599765,0.4019,You Couldn’t Go to a Family Party Without Hearing All This Sh*t From Mom,0,0.816,0.184
1405630409737397_1523673414599762,0,Two of El Chapo’s Sons are Using Social Media to Show the World How...,0,1,0
1405630409737397_1523697641264006,-0.4767,"Quiz: Which “Mi Vida Loca” Character Are You? Sad Girl, Mousie, Whisper...",0.22,0.78,0
1405630409737397_1523729934594110,0,A Gang Member from San Diego and a Punk from TJ are the Creators of...,0,1,0
1405630409737397_1523766324590471,0.2732,"Kali Uchis Makes You Feel Colombia’s Energy in Her Latest Video, ‘Ridin...",0,0.84,0.16
1405630409737397_1523799907920446,0,"Quiz: If You're a Mexican Candy Expert, Try to Pass this Quiz",0,1,0
1405630409737397_1523815107918926,0.4019,Would You Let these White Guys Dress You? Yes.,0,0.748,0.252
1405630409737397_1523846094582494,0,11 Rules Every Latino Unconsciously Lives By,0,1,0
1405630409737397_1523880184579085,0.3818,9 Memes that are Too Real for Mexicans During the Holidays,0,0.776,0.224
1405630409737397_1523910394576064,-0.5994,Peru’s Gold Mines have become Death Beds,0.394,0.606,0
1405630409737397_1523939684573135,0,The Factual Reason Why Latinos Just Won’t Diet,0,1,0
1405630409737397_1524016667898770,0,Here’s a Breakdown of Every Type of Tía Latina That Exists,0,1,0
1405630409737397_1524045727895864,0,"Man Verbally Attacks Spanish Speaking Mother and Daughter, Good Citizens...",0.21,0.58,0.21
1405630409737397_1524082664558837,0,"Not Male, Not Female, but Muxe, Mexico’s Third Gender",0,1,0
1405630409737397_1524122411221529,0.3182,Someone Please Explain Why these Latino Lay’s Flavors Don’t Exist Yet,0,0.813,0.187
1405630409737397_1524155834551520,-0.296,The Reason Camila Cabello Missed her Quinceañera is Awesome…and Other Stuff,0.18,0.82,0
1405630409737397_1524178607882576,0,Quiz: Do You Remember Aventura's 'Obsesión'?,0,1,0
1405630409737397_1524218744545229,0,How Celebs Shut Down Being Told They’re 'Not Latina Enough’,0,1,0
1405630409737397_1524234697876967,-0.7783,A Guy from New Mexico was Arrested for Stealing His Mom’s Pozole,0.43,0.57,0
1405630409737397_1524270667873370,0,Latina Moms are the Biggest Hypocrites,0,1,0
1405630409737397_1524303087870128,0,Eva Longoria Shows Jimmy Fallon the Three Essential Telenovela Moves:...,0,1,0
1405630409737397_1524402917860145,0,This Old Sofia Vergara Interview with Bill Cosby Will Totally Creep You Out,0,1,0
1405630409737397_1524437584523345,0,"It’s All about the Color Purple in Venezuela, Find Out Why this is Super...",0,1,0
1405630409737397_1524497807850656,0,The Only Latino Coach in the NFL Could Lead His Team to an Undefeated...,0,1,0
1405630409737397_1524577857842651,0,10 Ways Latina Daughters Get the Short End of the Stick,0,1,0
1405630409737397_1524726967827740,0,Meet the 26-Year-Old Digital Media Kingpin of Cuba,0,1,0
1405630409737397_1524818557818581,0.4201,Quiz: Which Victoria’s Secret Angel are You Most Like?,0,0.741,0.259
1405630409737397_1524971444469959,-0.296,Today’s Men Are No Longer Living By Dad’s Machista Standards,0.196,0.804,0
1405630409737397_1525116111122159,0,Jessica Alba: “I’m Not the Smartest”,0,1,0
1405630409737397_1525237894443314,-0.5106,Cringeworthy Latino Wedding Disasters that’ll Make You Want to Stay Single,0.259,0.647,0.094
1405630409737397_1525325191101251,0,15 Photos that Don’t Need Explanation if You’re Mexican,0,1,0
1405630409737397_1525548887745548,0,"Selena, Walter Mercado and El Chavo are All Illuminati, Here’s Proof",0,1,0
1405630409737397_1525615761072194,0,"Selena Gomez, Queen of Shade",0,1,0
1405630409737397_1525688824398221,0,"If You Can Finish a 30-Pound Burrito, This Restaurant Will Make You Part...",0,1,0
1405630409737397_1525770834390020,0,How Do They Never Age? Latino Celebrities Who Are Probably Vampires,0,1,0
1405630409737397_1525842581049512,0,Quiz: Do You Know the Selena Movie By Heart?,0,1,0
1405630409737397_1525875437712893,0.5106,9 Photos that Prove Latinas have Always had a Strong Brow Game,0,0.732,0.268
1405630409737397_1525930244374079,0,Do You Think Caitlyn Jenner is the Only Trans Celebrity Making Waves?...,0,1,0
1405630409737397_1525986061035164,0,YouTube Star Miranda Sings Tries Mexican Candies and Isn’t Afraid to...,0,1,0
1405630409737397_1526034881030282,0,Quiz: Which One is America Ferrera and Which is Gina Rodriguez?,0,1,0
1405630409737397_1526071974359906,0,Did You Know that Jewish Latinos Have Their Own Language? It's Called...,0,1,0
1405630409737397_1526227741010996,-0.2263,9 of the Weirdest Things You'll See on a Soccer Field,0.192,0.808,0
1405630409737397_1526257804341323,-0.3818,A Surprising Cause of Depression Amongst Latino Teens,0.343,0.463,0.194
1405630409737397_1526310607669376,0,Ted Cruz’s College Roommate Puts Him on Blast via a Twitter,0,1,0
1405630409737397_1526362187664218,0,Quiz: Can You Tell the Difference Between 'El Buki' Marco Antonio Solis...,0,1,0
1405630409737397_1526392260994544,0,A Hidden Camera Captures People Standing Up for a Transgender Latina,0,1,0
1405630409737397_1526451620988608,0.0258,Lowriders have Gone Global,0,0.732,0.268
1405630409737397_1526504897649947,0.4215,What if Donald Trump's Mass Deportation Plan Came True? This Video Shows...,0,0.797,0.203
1405630409737397_1526569610976809,0,You Thought these Guys Were Hot before? Wait till You See Them Now,0,1,0
1405630409737397_1526623330971437,0.3182,2Chainz is Such a Big Fan of El Chapo that He Made a Music Video About Him,0,0.859,0.141
1405630409737397_1526794757620961,-0.8402,The Terrifying Real-Life Story of the Mexican Serial Killer Called ‘La...,0.471,0.529,0
1405630409737397_1526853894281714,0.4215,11 Times Speaking Spanish Has Saved Your Life,0,0.714,0.286
1405630409737397_1526914040942366,-0.296,This Video Shows the Humiliating Treatment of Mexican Customers and...,0.196,0.804,0
1405630409737397_1526972767603160,-0.5106,15 #MexicanMomQuotes That Terrified Us Growing Up,0.374,0.467,0.159
1405630409737397_1527024307598006,0.4019,"Mexicans Know How to Turn Religion into a Party, Just Peek into La...",0,0.803,0.197
1405630409737397_1527048294262274,0.6369,These Latino Boyfriends are the Best Thing We Never Had,0,0.682,0.318
1405630409737397_1527108350922935,0.2732,Try this Fashion Trend: Chola Chic,0,0.704,0.296
1405630409737397_1527151024252001,0,Even Cholos Have a Soft Spot for la Virgen de Guadalupe,0,1,0
1405630409737397_1527200897580347,0,Things You Find in Every Mexican Kitchen,0,1,0
1405630409737397_1527242907576146,0,Mexican Dogs being Kept on Roofs in Mexico,0,1,0
1405630409737397_1527358360897934,0,Quiz: Which “Rebelde” Character Are You?,0,1,0
1405630409737397_1527392877561149,0,Every Latino Knows These Basic Meals Hit the Spot,0,1,0
1405630409737397_1527433550890415,0.3612,This Kid from Compton Sings Corridos Like a Mexican,0,0.737,0.263
1405630409737397_1527527997547637,-0.3818,"It’s Embarrassing, But Face It: All Mexicans Own These Things",0.224,0.776,0
1405630409737397_1527546407545796,0.5859,Relive Mexican Beauty Trends of the Last 100 Years,0,0.678,0.322
1405630409737397_1527576864209417,0.1779,Things Latino Dads Say When You’re Growing Up,0,0.805,0.195
1405630409737397_1527591107541326,0,These Latina Catcalls Will Make You Cringe – And You’ve Probably Heard...,0,1,0
1405630409737397_1527623377538099,0,Quiz: Are You a Chancla or Tacón?,0,1,0
1405630409737397_1527653384201765,0.6597,15 Hilarious Signs that Show Mexicans Can’t Help But Talk S***,0,0.625,0.375
1405630409737397_1527687787531658,0,Quiz: Let’s See if We Can Guess Your Personality Based on Selena’s Bras,0,1,0
1405630409737397_1527799210853849,-0.4767,Proof Latino Parents Deprived Us of a Normal Childhood,0.307,0.693,0
1405630409737397_1527837647516672,0,Things Your Parents Said Every Time You Went Out,0,1,0
